word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
encounter	in'kauntә	n. 相会, 相遇, 遭遇\nvt. 遇见, 邂逅, 会战\nvi. 偶然相遇	n.	2892	2712		d:encountered/s:encounters/p:encountered/3:encounters/i:encountering	ecdict_complete	
trustees	trʌsˈti:z	n. 受托人( trustee的复数形式 ) / 信托公司 / （公司、学院）理事 / （慈善事业或其他机构的）受托人	n.	0	0		0:trustee/1:s	ecdict_complete	
duncan	'dʌŋkәn	n. 邓肯（姓氏）	n.	4414	0			ecdict_complete	
reprints	ˈri:ˌprɪnts	n. 重印书, 再版书( reprint的名词复数 )\nv. 转载( reprint的第三人称单数 ) / （书籍）重印, 再版	n.	0	0		0:reprint/1:s3	ecdict_complete	
hart	hɑ:t	n. 雄赤鹿, 雄鹿	n.	7871	0		s:harts	ecdict_complete	
bernard	bә:'nɑ:d, 'bә:nәd	n. 伯纳德（男子名）	n.	3433	0			ecdict_complete	
ment	'mənt	abbr. mention 提到 / mental 精神的 / mentalis 精神的 / mentioned 提及的	abbr.	46381	0		s:ments	ecdict_complete	
forty	'fɒ:ti	num. 四十, 四十个	num.	1350	3734			ecdict_complete	
col	kɒl	n. 出口, 山坳\n[计] 列	n.	6782	28782		s:cols	ecdict_complete	
priest	pri:st	n. 祭司, 牧师, 神父, 神质人员, 僧侣, 泰斗	n.	2532	2293		s:priests	ecdict_complete	
queue	kju:	n. 辫子, 一队人, 队列\nvt. 使排队, 将...梳成辫子\nvi. 排队\n[计] 队列	n.	4960	15489		s:queues/i:queuing/p:queued/d:queued/3:queues	ecdict_complete	
trance	træns	n. 昏睡状态, 恍惚, 着迷\nvt. 使恍惚, 使发呆	n.	15165	12432		s:trances/p:tranced/i:trancing/3:trances/d:tranced	ecdict_complete	
locale	lәu'kɑ:l	n. 现场, 场所\n[计] 场所	n.	22664	9800		s:locales	ecdict_complete	
nicholas	'nikәlәs	n. 尼古拉斯（男子名）	n.	3138	0			ecdict_complete	
yu	ju	n. 禹（传说的中国古代圣君）	n.	18374	0			ecdict_complete	
bundle	'bʌndl	n. 捆, 束\nvt. 包扎, 胡乱塞进\nvi. 匆忙离开	n.	5598	6005		s:bundles/d:bundled/p:bundled/i:bundling/3:bundles	ecdict_complete	
hammer	'hæmә	n. 锤, 铁锤, 钉锤\nvt. 锤打, 敲打, 钉\nvi. 连续锤打\n[计] 锤头	n.	4955	6231		i:hammering/s:hammers/p:hammered/d:hammered/3:hammers	ecdict_complete	
invasion	in'veiʒәn	n. 侵犯, 侵入, 侵害\n[医] 侵袭, 侵入, 发病	n.	3416	3295		s:invasions	ecdict_complete	
witnesses	ˈwitnisiz	n. 目击者( witness的名词复数 ) / 证词 / 见证（以言行证实信仰） / 见证人\nv. 作证( witness的第三人称单数 ) / 表示 / （摆证据）…就是证据 / 是…的迹象	n.	0	0		0:witness/1:s3	ecdict_complete	
runner	'rʌnә	n. 跑步者, 赛跑者, 送信人, 走私船, 操作者, 滑槽\n[化] 碾碎机 / 压碎机	n.	4368	4214		s:runners	ecdict_complete	
administered	ədˈministəd	v. 管理( administer的过去式和过去分词 ) / 治理（国家） / 给予 / 执行	v.	38193	29949		0:administer/1:dp/d:administered/p:administered	ecdict_complete	
notion	'nәuʃәn	n. 概念, 观念, 想法, 打算, 别致的小东西\n[经] 概念, 打算, 想法	n.	1969	1714		s:notions	ecdict_complete	
skins	skinz	n. （美）连皮烤土豆；面板；皮囊；皮肤（skin的复数）	n.	0	0		1:s3/0:skin	ecdict_complete	
mailed	meild	a. 披甲的, 装甲的	a.	43001	31250		0:mail/1:dp/d:mailed	ecdict_complete	
spelling	'speliŋ	n. 拼, 拼字, 拼法\n[计] 拼写检查	n.	5779	7907		0:spell/1:i/i:spelling/s:spellings	ecdict_complete	
arctic	'ɑ:ktik	a. 北极的, 极寒的\nn. 北极圈, 北极	a.	6648	6116		s:arctics	ecdict_complete	
beneath	bi'ni:θ	prep. 在...下方\nadv. 在...下方	prep.	1890	1977			ecdict_complete	
strengthen	'streŋθәn	vt. 加强, 变坚固\nvi. 变强, 股票上涨	vt.	2706	3074		d:strengthened/i:strengthening/p:strengthened/3:strengthens	ecdict_complete	
defend	di'fend	vt. 防护, 辩护, 防卫\n[法] 作...的辩护律师, 辩护, 为...答辩	vt.	2130	1750		i:defending/d:defended/p:defended/3:defends	ecdict_complete	
medicaid	'medikeid	n. 医疗补助方案, 医疗补助项目\n[法] 公费医疗补助制, 医疗保健业, 医疗补助方案	n.	47704	11065			ecdict_complete	
infrared	.infrә'red	a. 红外线的\nn. 红外线	a.	17402	7095			ecdict_complete	
seventh	'sevnθ	num. 第七, 七分之一	num.	4271	4110			ecdict_complete	
gods	ɡɔdz	n. 上帝们；众神, 诸神, 泛指神灵（god的复数）	n.	0	0		0:god/1:s	ecdict_complete	
welsh	welʃ	a. 威尔士的\nn. 威尔士人\nvi. 赖赌帐, 逃避责任	a.	45403	11996		i:welshing/p:welshed/3:welshes/d:welshed	ecdict_complete	
belly	'beli	n. 腹部, 食欲\nvt. 使鼓起\nvi. 鼓起, 匍匐前进	n.	5691	3805		s:bellies/p:bellied/i:bellying/d:bellied/3:bellies	ecdict_complete	
aggressive	ә'gresiv	a. 侵略的, 挑畔的, 进取的\n[法] 侵略的, 爱挑衅的, 行为过火的	a.	3648	2514			ecdict_complete	
soonest	su:nɪst	a. 不久( soon的最高级 ) / 即刻 / 早 / 快	a.	34741	34886			ecdict_complete	
haiti	'heiti	n. 海地	n.	17260	0			ecdict_complete	
disturbed	di'stә:bd	a. 混乱的	a.	8566	11262		0:disturb/1:dp/d:disturbed/p:disturbed	ecdict_complete	
determines	diˈtə:minz	v. （使）下决心, （使）做出决定( determine的第三人称单数 ) / 决定 / 确定 / 使决定	v.	0	0		0:determine/1:3	ecdict_complete	
sculpture	'skʌlptʃә	n. 雕刻, 雕塑\nvt. 雕刻, 雕塑\nvi. 当雕刻师	n.	3734	3427		s:sculptures/d:sculptured/i:sculpturing/p:sculptured/3:sculptures	ecdict_complete	
dod	dɔd	abbr. 美国国防部（Department of Defense of the United States）	abbr.	0	0			ecdict_complete	
fist	fist	n. 拳头, 手\nvt. 拳打, 握成拳, 紧握	n.	4178	3881		s:fists/i:fisting	ecdict_complete	
naturals	ˈnætʃərəlz	n. 非常适合或肯定成功的人或事物( natural的复数形式 )	n.	0	0			ecdict_complete	
motivation	.mәuti'veiʃәn	n. 动机, 刺激, 推动\n[医] 促动, 推动, 诱导	n.	3870	3126		s:motivations	ecdict_complete	
lenders	ˈlendəz	n. 出借人, 贷方( lender的复数形式 )	n.	0	0		0:lender/1:s	ecdict_complete	
pharmacology	.fɑ:mә'kɒlәdʒi	n. 药理学, 药物学\n[化] 药理学	n.	26031	23200			ecdict_complete	
fitting	'fitiŋ	a. 适宜的\nn. 试穿, 试衣, 装配, 装置	a.	4717	10090		0:fit/1:i/s:fittings/i:fitting	ecdict_complete	
mere	miә	n. 小湖, 池塘\na. 仅仅的, 只不过的	n.	2440	2925		t:merest/s:meres	ecdict_complete	
agrees	əˈɡri:z	v. 同意, 赞同( agree的第三人称单数 ) / [语法学]（在性、数、人称或格方面）一致 / 相同 / 和睦相处	v.	0	0		0:agree/1:3	ecdict_complete	
passengers	'pæsndʒɚ	n. 乘客( passenger的名词复数 ) / 旅客 / 白吃饭的人 / 闲散人员	n.	0	0		0:passenger/1:s	ecdict_complete	
petersburg	'pi:tәzbә:^	n. 彼得斯堡（美国城市）；彼得堡（苏联城市列宁格勒旧称）	n.	9230	0			ecdict_complete	
surplus	'sә:plәs	n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的	n.	4815	6243			ecdict_complete	
elder	'eldә	n. 年长者, 老人, 前辈\na. 年长的, 资深的	n.	5602	4056		r:elder/0:elder/1:r/s:elders	ecdict_complete	
sonic	'sɒnik	a. 音波的, 音速的, 声音的\n[电] 音波	a.	17093	13305		s:sonics	ecdict_complete	
obituaries	əʊˈbɪtʃu:ˌeri:z	n. 讣告, 讣闻( obituary的名词复数 )	n.	0	0		0:obituary/1:s	ecdict_complete	
cheers	tʃiәz	interj. 干杯, 再见	interj.	10460	14296		1:s3/0:cheer	ecdict_complete	
dig	dig	vt. 挖, 翻土, 发掘\nvi. 挖掘\nn. 挖掘\n[计] 数字, 数位	vt.	2810	2460		p:dug/i:digging/d:dug/3:digs/s:digs	ecdict_complete	
taxi	'tæksi	n. 出租车\nvi. 乘出租车\nvt. 用出租车送	n.	3317	5161		s:taxis/i:taxiing/p:taxied/3:taxies/d:taxied	ecdict_complete	
punishment	'pʌniʃmәnt	n. 处罚, 刑罚, 惩罚\n[法] 罚, 处罚, 刑罚	n.	3031	3110		s:punishments	ecdict_complete	
appreciation	ә.pri:ʃi'eiʃәn	n. 感激, 赏识, 鉴别\n[经] 涨价, 增值	n.	4701	4322		s:appreciations	ecdict_complete	
subsequently	'sʌbsikwәntli	adv. 后来, 随后	adv.	2357	5011			ecdict_complete	
belarus	'belərəs	n. 白俄罗斯, 白俄罗斯共和国	n.	0	0			ecdict_complete	
nat	nɑ:t	n. 守护神, 精灵	n.	16552	0		r:natter	ecdict_complete	
zoning	'zәuniŋ	n. 分区制\n[医] 带现象(补体结合)	n.	24972	8548		i:zoning/0:zoning/1:i	ecdict_complete	
gravity	'græviti	n. 地心引力, 重力\n[化] 重力	n.	4956	3956		s:gravities	ecdict_complete	
providence	'prɒvidәns	n. 深谋远虑, 天意, 天命	n.	20394	19292		s:providences	ecdict_complete	
thumb	θʌm	n. 拇指\nvt. 以拇指拨弄, 笨拙地摆弄, 用拇指翻旧, 迅速翻阅, 作搭车手势	n.	4504	3748		s:thumbs/p:thumbed/i:thumbing/3:thumbs/d:thumbed	ecdict_complete	
restriction	ri'strikʃәn	n. 限制, 限定, 约束\n[计] 限定	n.	2226	3127		s:restrictions	ecdict_complete	
incorporate	in'kɒ:pәreit	a. 合并的, 组成公司的, 一体化的\nvt. 吸收, 合并, 使组成公司, 体现\nvi. 合并, 混合, 组成公司	a.	2095	2600		d:incorporated/i:incorporating/3:incorporates/p:incorporated	ecdict_complete	
treasurer	'treʒәrә	n. 会计, 出纳员, 司库\n[经] 司库, 财务主任, 财政大臣	n.	5768	11019		s:treasurers	ecdict_complete	
essence	'esns	n. 实质, 本质, 香精\n[化] 香精	n.	3536	3468		s:essences	ecdict_complete	
flooring	'flɒ:riŋ	n. 地板, 地板材料, 铺地板	n.	15618	14473		i:flooring/0:flooring/1:i/s:floorings	ecdict_complete	
lightweight	'laitweit	n. 不到平均重量的人/物, 轻量级, 无足轻重的人, 性格不够强的人\na. 平均重量以下的, 重量轻的\n[计] 轻便的, 轻量的	n.	8908	8396		s:lightweights	ecdict_complete	
ethiopia	.i:θi'әupiә	n. 埃塞俄比亚	n.	9118	0			ecdict_complete	
mighty	'maiti	n. 有势力的人\na. 有势力的, 强大的, 有力的\nadv. 很, 极	n.	5620	5943		t:mightiest/r:mightier	ecdict_complete	
athletes	'æθli:ts	n. 运动员( athlete的复数形式 ) / 体育家 / 擅长运动的人 / 健儿	n.	0	0		0:athlete/1:s	ecdict_complete	
humanity	hju:'mæniti	n. 人性, 人类, 博爱	n.	4999	3501			ecdict_complete	
transcription	træn'skripʃәn	n. 抄写, 抄本\n[化] 转录 / 转录作用	n.	6786	14175		s:transcriptions	ecdict_complete	
scholars	s'kɒləz	n. 奖学金获得者( scholar的复数形式 ) / 学者 / 聪颖勤奋的学生 / 文人学士	n.	0	0		0:scholar/1:s	ecdict_complete	
remembered	riˈmembəd	v. 记得, 牢记( remember的过去式和过去分词 ) / 纪念 / 记着 / 回想起	v.	24291	22691		0:remember/1:pd/p:remembered/d:remembered	ecdict_complete	
galaxy	'gælәksi	n. 银河, 星系, 一群(显赫的人物)\n[电] 银河系	n.	5864	3016		s:galaxies	ecdict_complete	
chester	'tʃestә	n. 切斯特（美国港口城市）；切斯特（英国一城市）	n.	5471	0			ecdict_complete	
snapshot	'snæpʃɒt	n. 快照, 抽点打印\n[计] 瞬象 / 抽点打印	n.	11440	7704		s:snapshots	ecdict_complete	
caring	'kεәriŋ	a. 有同情心的；表示或感到关怀或关心的	a.	6938	9373		0:care/1:i/i:caring	ecdict_complete	
worn	wɒ:n	a. 用旧的, 穿旧的\nwear的过去分词	a.	14757	9882		0:wear/1:d/d:worn/p:worn	ecdict_complete	
synthetic	sin'θetik	n. 合成物质\na. 综合(性)的, 人造的, 合成的	n.	6608	6824		s:synthetics	ecdict_complete	
shaw	ʃɒ:	n. 杂木林	n.	5689	0		s:shaws/3:shaws	ecdict_complete	
testament	'testәmәnt	n. 遗嘱, <<圣约书>>\n[法] 遗言, 遗嘱, 确实的证明	n.	4833	9393		s:testaments	ecdict_complete	
dominant	'dɒminәnt	a. 占优势的, 支配的\n[医] 优性的, 显性的	a.	2719	3174		s:dominants	ecdict_complete	
twist	twist	n. 一扭, 扭曲, 曲折, 歪曲, 螺旋状, 新手法\nvt. 拧, 扭, 捻, 编织, 使扭转, 缠绕, 盘绕, 歪曲, 使转动, 使苦恼, 使混乱, 使旋转\nvi. 转向, 弯曲, 缠绕, 扭动, 呈螺旋形	n.	3673	3759		p:twisted/i:twisting/d:twisted/s:twists/3:twists	ecdict_complete	
specifics	spi'sifiks	n. 详情；细节；特性（specific的复数）	n.	0	0		0:specific/1:s	ecdict_complete	
stomach	'stʌmәk	n. 胃, 食欲, 欲望, 肚子\nvt. 吃下, 忍受	n.	2661	2503		s:stomachs/i:stomaching/p:stomached/3:stomaches/d:stomached	ecdict_complete	
partially	'pɑ:ʃәli	adv. 部分地, 一部分地, 不公平地	adv.	4723	4379			ecdict_complete	
minimize	'minimaiz	vt. 将...减到最少\nvt. 最小化\nvi. 最小化\n[计] 最小化	vt.	8977	3941		i:minimizing/d:minimized/3:minimizes/p:minimized	ecdict_complete	
darwin	'dɑ:win	n. 达尔文	n.	5497	0			ecdict_complete	
wilderness	'wildәnis	n. 荒野, 荒地, 大量	n.	7026	3718		s:wildernesses	ecdict_complete	
debut	'deibju:	n. 初次登台, 开张\nv. 初次登台	n.	4249	4455		s:debuts/i:debuting/p:debuted/3:debuts/d:debuted	ecdict_complete	
tournaments	'tɔ:nəmənts	n. 锦标赛, 联赛( tournament的复数形式 ) / 中世纪的骑士比武	n.	0	0		0:tournament/1:s	ecdict_complete	
bradley	'brædli	n. 布兰得利（男子名）	n.	10188	0			ecdict_complete	
deny	di'nai	v. 否认, 拒绝	v.	1258	1406		d:denied/p:denied/i:denying/3:denies	ecdict_complete	
anatomy	ә'nætәmi	n. 剖析, 解剖学, 骨骼, 结构\n[医] 解剖学, 解剖	n.	8866	8160		s:anatomies	ecdict_complete	
bali	'bɑ:li	n. 巴厘岛	n.	23214	0		s:bali/0:bali/1:s	ecdict_complete	
sponsorship	'spɔnsәʃip	n. 发起, 倡议, 主办, 保证人的地位, 教父的地位, 教母的地位	n.	5132	9271		s:sponsorships	ecdict_complete	
fraction	'frækʃәn	n. 小部分, 破片, 分数\n[医] 部分, 成分, 分散	n.	3509	4719		s:fractions/i:fractioning/p:fractioned/3:fractions/d:fractioned	ecdict_complete	
trio	'tri:әu	n. 三重唱	n.	6580	6491		s:trios	ecdict_complete	
proceeding	prәu'si:diŋ	n. 进行, 程序, 行动, 诉讼程序, 事项\n[化] 会议论文集	n.	2107	0		0:proceed/1:i/s:proceedings/i:proceeding	ecdict_complete	
cube	kju:b	n. 立方体, 立方\n[机] 立方体, 立方	n.	7702	5725		s:cubes/d:cubed/i:cubing/p:cubed/3:cubes	ecdict_complete	
uncertainty	.ʌn'sә:tnti	n. 不确定, 不可靠, 不确定的事物\n[化] 不确定度	n.	2981	3728		s:uncertainties	ecdict_complete	
breakdown	'breikdaun	n. 崩溃, 故障\n[化] 事故 / 击穿	n.	4096	5147		s:breakdowns	ecdict_complete	
milton	'miltәn	n. 米尔顿（男子名, 英国诗人）	n.	4400	0			ecdict_complete	
marker	'mɑ:kә	n. 作记号的人, 记分员, 书签, 纪念碑, 里程碑, 标识物, 标记\n[计] 标记	n.	5007	4811		s:markers	ecdict_complete	
reconstruction	.ri:kәn'strʌkʃәn	n. 改造, 再建\n[医] 改建, 改造, 翻造	n.	5133	5208		s:reconstructions	ecdict_complete	
subsidiary	sәb'sidiәri	n. 子公司, 附件, 辅助者\na. 辅助的, 次要的, 津贴的	n.	3904	7513		s:subsidiaries	ecdict_complete	
clarity	'klærәti	n. 清楚, 明晰\n[化] 透明度 / 透明性 / 清晰性	n.	5359	5443		s:clarities	ecdict_complete	
adelaide	'ædәleid	n. 阿德莱德（女子名, 澳大利亚港市）	n.	15687	0			ecdict_complete	
encouraging	in'kʌridʒiŋ	a. 鼓励的, 促进的	a.	3389	4367		0:encourage/1:i/i:encouraging	ecdict_complete	
monaco	'mɒnәkәu	n. 摩纳哥	n.	16876	0			ecdict_complete	
settled	'setld	a. 固定的, 决定的, 持续的, 难以消除的\n[经] 付讫的, 固定的, 结过帐的	a.	11281	16274		0:settle/1:dp/d:settled/p:settled	ecdict_complete	
folding	'fәuldiŋ	a. 可折叠的\n[化] 折叠 / 折叠效应	a.	15032	10138		0:fold/1:i/i:folding/s:foldings	ecdict_complete	
emirates	əˈmɪrets	n. 阿联酋航空公司	n.	24192	0		0:emirate/1:s	ecdict_complete	
airfare	'εә.fεә	n. 飞机票价	n.	0	15629		s:airfares/3:airfares	ecdict_complete	
comparisons	kəm'pærɪsnz	n. 比较( comparison的复数形式 ) / [修辞学]比喻 / [语法学]（形容词或副词的）比较等级 / 类似	n.	0	0		0:comparison/1:s	ecdict_complete	
beneficial	.beni'fiʃәl	a. 有益的, 受益的\n[经] 有使用权的, 可享利益的	a.	4578	4991			ecdict_complete	
distributions	dɪstrɪb'ju:ʃnz	n. 分配( distribution的复数形式 ) / 分类 / 分发 / 分配物	n.	0	0		0:distribution/1:s	ecdict_complete	
vaccine	'væksi:n	n. 牛痘苗, 疫苗\na. 疫苗的, 牛痘的	n.	8303	4173		s:vaccines	ecdict_complete	
belize	be'li:z	n. 伯利兹城（拉丁美洲国家）	n.	27378	0			ecdict_complete	
crap	kræp	n. 废物, 废话\nvi. 掷骰子	n.	7377	7117		i:crapping/p:crapped/s:craps/r:crapper/3:craps/d:crapped	ecdict_complete	
fate	feit	n. 命运, 运气\nvt. 注定	n.	3179	2919		s:fates/d:fated/t:fatest/i:fating/p:fated/3:fates	ecdict_complete	
promised	ˈprɔmist	vt.& vi. (promise的过去式或过去分词形式) / 承诺 / 允诺 / 答应\nv. 允诺( promise的过去式和过去分词 ) / 答应 / 有…希望 / 预示	vt. / vi.	9705	10015		0:promise/1:pd/p:promised/d:promised	ecdict_complete	
penny	'peni	n. 便士, 一分, 小钱, 点滴\n[经] 便士	n.	4306	0		s:pennies	ecdict_complete	
robust	rәu'bʌst	a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的\n[计] 健壮性	a.	6874	6419		r:robuster	ecdict_complete	
threatened	'θretənd	a. 受到威胁的\nv. 威胁(threaten的过去分词)	a.	9665	11611		0:threaten/1:dp/p:threatened/d:threatened	ecdict_complete	
republicans	ri'pʌblikənz	n. 共和党, 共和党员（republican的复数形式）	n.	0	0		0:republican/1:s	ecdict_complete	
discusses	dɪ'skʌs	vt. 讨论；论述, 辩论	vt.	0	0		0:discuss/1:3	ecdict_complete	
porter	'pɒ:tә	n. 大楼管理员, 门房, 搬运工人, 侍者, 服务员\n[化] 搬运车 / 搬运工人	n.	6464	11418		s:porters	ecdict_complete	
jungle	'dʒʌŋgl	n. 丛林, 杂乱的一堆, 弱肉强食的地方	n.	5317	4507		s:jungles	ecdict_complete	
responded	riˈspɔndid	v. 回答, 回报, 响应( respond的过去式和过去分词 ) / 有反应 / 有效果 / 有影响	v.	0	0		0:respond/1:pd	ecdict_complete	
rim	rim	n. 边, 轮缘, 框\nvt. 镶边, 为...装边\nvi. 形成边缘	n.	6963	4602		s:rims/p:rimmed/d:rimmed/i:rimming/3:rims	ecdict_complete	
abstracts	ˈæbstrækts	n. 抽象概念( abstract的名词复数 ) / 抽象派艺术作品 / 摘要	n.	0	0		0:abstract/1:s3	ecdict_complete	
zen	zen	n. 禅宗	n.	10921	0		s:zens	ecdict_complete	
ivory	'aivәri	n. 象牙, 乳白色\na. 象牙制的, 乳白色的	n.	6491	6654		s:ivories	ecdict_complete	
alpine	'ælpain	a. 高山的, 高山生长的	a.	9045	8239		s:alpines	ecdict_complete	
dis	dis	n. 狄斯(阴间的神), 阴间, 冥府	n.	27130	0		0:di/1:s	ecdict_complete	
prediction	pri'dikʃәn	n. 预言, 预报\n[化] 预测	n.	4167	3608		s:predictions	ecdict_complete	
fabulous	'fæbjulәs	a. 传说的, 寓言般的, 难以置信的	a.	7086	5757			ecdict_complete	
remix	ri:'miks	vt. 使再混合；再搅拌；重新合成（乐曲等）	vt.	28681	30654		s:remixes/d:remixed/p:remixed/i:remixing/3:remixes	ecdict_complete	
alias	'eiliæs	n. 别名, 化名\nadv. 以化名为人所知\n[计] 别名 / 替换入口	n.	19639	21758			ecdict_complete	
thesaurus	θi'sɒ:rәs	n. 专类辞典, 宝库, 知识宝库, 叙词表, 主题词表\n[计] 同义词, 同义词典	n.	16927	22411			ecdict_complete	
individually	.indi'vidʒuәli	adv. 以个人身分, 各个地, 独特地	adv.	5264	6085			ecdict_complete	
battlefield	'bætlfi:ld	n. 战场, 沙场	n.	9755	6003		s:battlefields	ecdict_complete	
literally	'litәrәli	adv. 逐字地, 按照字面上地, 不夸张地	adv.	3512	2469			ecdict_complete	
ecological	.i:kә'lɒdʒikәl	a. 生态学的, 主张生态保护的\n[法] 生态的, 生态学的	a.	7293	4396			ecdict_complete	
spice	spais	n. 香料, 药料, 香气, 调味品, 情趣, 少许\nvt. 加香料, 使添趣味	n.	7749	5640		s:spices/p:spiced/d:spiced/3:spices/i:spicing	ecdict_complete	
oval	'әuvәl	n. 椭圆形\na. 卵形的, 椭圆形的	n.	9791	6604		s:ovals	ecdict_complete	
implies	imˈplaiz	v. 暗示, 暗指( imply的第三人称单数 ) / 必然包含 / 说明, 表明	v.	0	0		0:imply/1:3	ecdict_complete	
soma	'sәumә	n. 身体, 肉体, 身体细胞\n[医] 体, 躯体	n.	47456	32112			ecdict_complete	
cooler	'ku:lә	n. 冷却器\n[化] 冷却器	n.	18963	8045		0:cool/1:r/s:coolers	ecdict_complete	
appraisal	ә'preizәl	n. 评价, 估价\n[经] 评价, 评估	n.	5032	7757		s:appraisals	ecdict_complete	
consisting	kənˈsistɪŋ	v. 由…组成( consist的现在分词 ) / 包括 / 存在于 / 表现为（常与 in 连用）	v.	0	0		0:consist/1:i	ecdict_complete	
maritime	'mæritaim	a. 海的, 海上的, 海事的, 沿海的, 海员的\n[经] 海事的, 海上的, 海员的	a.	7994	9625		s:maritimes	ecdict_complete	
periodic	.piәri'ɒdik	a. 周期的, 定期的, 间歇(性)的, 循环的, 用完整句的, 高碘的\n[医] 周期性的	a.	7973	7702			ecdict_complete	
submitting	səbˈmitɪŋ	v. 顺从( submit的现在分词 ) / 听从 / 屈服 / 甘受	v.	0	0		0:submit/1:i/i:submitting	ecdict_complete	
overhead	'әuvәhed	n. 经常开支, 普通用费, 天花板\na. 在头上的, 高架的\nadv. 在头顶上, 在空中, 在高处, 从头到脚全部没入地\n[计] 总开销 / 额外开销	n.	7523	5527		s:overheads	ecdict_complete	
prospect	'prɒspekt	n. 景色, 展望\nvt. 勘探, 勘察\nvi. 勘探, 有前途	n.	1724	2323		s:prospects/i:prospecting/p:prospected/3:prospects/d:prospected	ecdict_complete	
shipment	'ʃipmәnt	n. 装船, 出货\n[经] 运送, 运送(寄出)货物, 装载	n.	8047	6962		s:shipments	ecdict_complete	
